,text,label,path,chunk_pos,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,prob,stratum,ground_truth,note
515,"ing sort of sitting in the trees around the clock or taking shift in the trees. "", ""Yeah, so there are three of us who spend a ",0,/archives.kpfa.org/02/httpsarchives.kpfa.orgdata20200522Fri1700.mp3MERGED,149.0,news,politics,,,,,,,,,0.58720106,50-60%,,
516,"ll, you're right. "", ""You're actually right. "", ""But, but, you know, the other thing that he counts on, I think, James, is ",0,/pscrb.fm/so/httpspscrb.fmrssppdst.fmeaudioboom.composts7679886.mp3modified1599768218sid5033739sourcerssMERGED,207.0,news,politics,commentary,government,,,,,,,0.59083253,50-60%,,
517,"ake a lot of decisions in the process of our own group. ', 'We are able to make a lot of decisions in the process of our own gro",1,/anchor.fm/20/httpsanchor.fms33438af4podcastplay18626142https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fstaging2F20207262F10177227944100108a0ba072290c793.mp3MERGED,102.0,news,politics,,,,,,,,,0.5800216,50-60%,,
518,"ional security advisers in Europe, and urged them to take similar action. "", ""What we didn't realize is that Chinese wou",1,/chrt.fm/tr/httpschrt.fmtrack22GG1dts.podtrac.comredirect.mp3pdst.fmeprfx.byspotify.comerss.art19.comepisodes9156193b26f447e5adf8f3114bcfd3b9.mp3rss_browserBAhJIhRweXRob24tcmVxdWVzdHMGOgZFVA3D3Dac965bdf6559f894a935511702ea4ac963845acaMERGED,98.0,news,politics,tv,film,,,,,,,0.51894414,50-60%,,
519,"rday and people are saying"""" ""Why weren\'t this faceless entity come out against racism,?"" I\'m thinking, I\'m sure th",0,/anchor.fm/2d/httpsanchor.fms1ac415fcpodcastplay14679674https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fstaging2F202006032F81f4bb291d8357204d78eb4d90edd170.m4aMERGED,150.0,news,politics,,,,,,,,,0.5213133,50-60%,,
520,"? ', 'Well, you know, when you tell me on the radio show, I had just met Christina like the day before. ', ""So, you know, it's ",1,/dts.podtrac.com/ei/httpsdts.podtrac.comredirect.mp3api.spreaker.comdownloadepisode29522420mikevilardi.mp3MERGED,31.0,news,politics,,,,,,,,,0.5841816,50-60%,,
521,"oto was taken. "", 'And that shows the same vehicles in the photo that was on the front page of the Express as well. ', 'So tha",1,/sphinx.acast.com/b6/httpssphinx.acast.compopens5f778b2676d6897930fc83cbeb4c059d72c4d4f66b46d9ba3b533bda6media.mp3MERGED,172.0,news,politics,government,commentary,,,,,,,0.5473663,50-60%,,
522,"hink it's a learnable thing of not over reading into something about what it means. "", 'Some stuff is just like, Yep, that ",1,/www.podtrac.com/pm/httpswww.podtrac.comptsredirect.mp3pdst.fmepscrb.fmrsspmgln.aie1058pdrl.fmd88c01traffic.megaphone.fmFPMN6103440447.mp3MERGED,242.0,news,politics,government,society,culture,,,,,,0.5801571,50-60%,,
523,dd like maybe a please or a smile or something that could have made something just a tiny bit like more palatable to everyo,0,/anchor.fm/2t/httpsanchor.fms1effaf28podcastplay14178662https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fproduction2F20204232F75949272441002b02d3e2952818.mp3MERGED,84.0,news,politics,,,,,,,,,0.5314467,50-60%,,
524,"y were. ', 'Yeah, but he tried it. ', ""And then he got like, I'm like, no, girl, like you're not gonna touch me like this righ",1,/api.substack.com/fe/httpsapi.substack.comfeedpodcast134817975cf9d6f29c36a78f63d04ec524ebcfa7e.mp3MERGED,140.0,news,politics,society,culture,philosophy,,,,,,0.5875527,50-60%,,
525,"due process. "", 'They can make a decision on a whim. ', ""They're not subject necessarily to equal protection. "", 'There a",0,/anchor.fm/20/httpsanchor.fms1b26df0cpodcastplay14584038https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fstaging2F202006012F972c31ef573deef7674761406ed08929.m4aMERGED,161.0,news,politics,,,,,,,,,0.50743294,50-60%,,
526,"ay 8th. "", 'Yeah. ', ""No, it's like when this comes out, we're just going to be like, yeah, 2.2 million people died from Cor",1,/anchor.fm/2t/httpsanchor.fms215c2814podcastplay13767736https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fproduction2F20204142F73264762441002026f50ee98a58.mp3MERGED,385.0,news,politics,,,,,,,,,0.5647806,50-60%,,
527,"it known and we've let authorities know that you were being circled. "", ""And they parked and backed them, did where you'd ",1,/anchor.fm/2t/httpsanchor.fms22c076ecpodcastplay14657174https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fproduction2F2020522F790074984410015871fe98a4dbc.m4aMERGED,69.0,news,politics,,,,,,,,,0.5550962,50-60%,,
528,"eaning us need to throw every damn one of them at office, every one of them. ', ""But if you don't recognize what's going on w",1,/anchor.fm/21/httpsanchor.fms13ab1d10podcastplay13773921https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fproduction2F20204152F7330155244100120f7235fbf931.m4aMERGED,40.0,news,politics,,,,,,,,,0.5555926,50-60%,,
529,"nsulated bureaucratic institutions across government. ', ""And so the challenge that conservatives had was, how do yo",0,/sphinx.acast.com/be/httpssphinx.acast.compopens60518a52f69aa815d2dba41ce060b9359cebb448cb81d6b4bea59d4cemedia.mp3MERGED,25.0,government,news,politics,history,,,,,,,0.52816916,50-60%,,
530,"e already ensured the book a little bit. "", ""It's extraordinary. "", ""And I think it's really a great book for this moment. ",0,/api.spreaker.com/5d/httpsapi.spreaker.comdownloadepisode29497002tyt5938545455.mp3MERGED,26.0,news,politics,science,,,,,,,,0.53129935,50-60%,,
531,'t take that as like the only solution at this point that people will be satisfied with and should be looking for other ste,1,/traffic.libsyn.com/el/httpstraffic.libsyn.comsecurebombshellBombshell_Ep_89_Mix_5.mp3destid461494MERGED,283.0,history,news,politics,,,,,,,,0.5068114,50-60%,,
532,"d at President Trump to make the shutdown his. ', ""But now, and for several weeks, he's been the one pushing to open up. "", """,1,/traffic.libsyn.com/ip/httpstraffic.libsyn.comsecurepoliticalspiritsPolitical_Spirits_Ep_89.mp3destid788253MERGED,53.0,news,politics,history,,,,,,,,0.55384725,50-60%,,
533,"till try to social distance. ', 'You know, narrow your circle of friends that you interact with, try to go shopping a litt",1,/chrt.fm/tr/httpschrt.fmtrack22GG1dts.podtrac.comredirect.mp3pdst.fmeprfx.byspotify.comerss.art19.comepisodes9156193b26f447e5adf8f3114bcfd3b9.mp3rss_browserBAhJIhRweXRob24tcmVxdWVzdHMGOgZFVA3D3Dac965bdf6559f894a935511702ea4ac963845acaMERGED,161.0,news,politics,tv,film,,,,,,,0.5577817,50-60%,,
534,"de of the dead man. "", ""He was also on the side of the people who hadn't been looted yet. "", ""You know, so exactly like you're ",0,/traffic.libsyn.com/el/httpstraffic.libsyn.comsecurefreemanbeyondthewallEpisode_426_Full_and_Complete.mp3destid720289MERGED,124.0,news,politics,society,culture,,,,,,,0.5316141,50-60%,,
535,"assault to so now you said this man penetrates you in his fingers. ', ""Okay, well, wait a minute now that's a whole differe",1,/www.buzzsprout.com/20/httpswww.buzzsprout.com9823693820601145112020weekendroundup.mp3MERGED,190.0,news,entertainment,politics,,,,,,,,0.59581,50-60%,,
536,"se I'm bored and I want to, you know, make fun of Democrats. "", 'And I call. ', 'I have some funny stories about that, but. ', ",1,/pdcn.co/et/httpspdcn.coewww.buzzsprout.com8726533926564cp_episode16leftistattempttodestroythereligiouscultureofamerica.mp3MERGED,232.0,news,politics,business,entrepreneurship,government,,,,,,0.57882583,50-60%,,
537,"Larry, which is good. "", ""Well, the other thing, the other thing that the health team and our dedicated digital team did, ",0,/anchor.fm/2t/httpsanchor.fmsccf3b98podcastplay13584490https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fproduction2F20204122F7240831944100226ff067087661.mp3MERGED,132.0,news,politics,,,,,,,,,0.513293,50-60%,,
538,"sentially black military fatigues. "", ""Under their maybe like a civilian style bulletproof vest over it or something l",0,/traffic.libsyn.com/el/httpstraffic.libsyn.comsecurefreemanbeyondthewallEpisode_426_Full_and_Complete.mp3destid720289MERGED,198.0,news,politics,society,culture,,,,,,,0.5302494,50-60%,,
539,"etting the fact that there's an agricultural lobby, there's pharmaceutical lobby that Amanda's referred to. "", 'They ",1,/podcasts.captivate.fm/e0/httpspodcasts.captivate.fmmedia0505defe2e5048e2b64f4e2ece819257events20200528borisjohnsonsbrexitchallengerec202001.mp3MERGED,368.0,news,politics,commentary,government,,,,,,,0.5906899,50-60%,,
540,"l scientists into to kind of do a little preliminary investigation and understanding. ', ""So yeah, it makes you think, h",0,/www.buzzsprout.com/nr/httpswww.buzzsprout.com10678753777227drchristianenorthruponstandinginyoursovereigntyduringtheplandemic.mp3MERGED,58.0,news,politics,commentary,religion,spirituality,,,,,,0.54056853,50-60%,,
541,"e were down there in Orlando. ', ""And it was the Bernie side, the Bernie delegates, who were squared up against Hillary Cl",0,/api.spreaker.com/3d/httpsapi.spreaker.comdownloadepisode27781333tyt9461281992.mp3MERGED,114.0,news,politics,science,,,,,,,,0.50982636,50-60%,,
542,"selling loose cigarettes in Staten Island, New York. ', 'Vittali says little has changed in those six years and how poor ",1,/bradblog.com/ad/httpsbradblog.comaudiobradcast_bradfriedmanvbmprobsidpatoughguytrump_alexsvitaledefundthepolice_060220.mp3MERGED,188.0,news,politics,society,culture,,,,,,,0.5092503,50-60%,,
543,"just get it in, it's just a part of the challenge. "", ""Once you get it, you know, having the education to understand when yo",1,/thezag.podomatic.com/02/httpsthezag.podomatic.comenclosure20200513T15_21_0607_00.mp3_1589408471.14817737MERGED,24.0,news,politics,,,,,,,,,0.5404663,50-60%,,
544,NY Post: Pelosi Makes Up to $30 Million on Insider Stock Trades,1,,,,,,,,,,,,,0.5791524,50-60%,,
545,"and the secular, and viewed those as different things. "", ""I think we haven't really realized that the call of the Great C",1,/sphinx.acast.com/5a/httpssphinx.acast.compopens5d6086695cbc0d0a41f6a9c4e5eb57031d399a5335aec0d3amedia.mp3MERGED,18.0,news,daily,politics,government,,,,,,,0.5844213,50-60%,,
546,"ty, and then we decided to go to the city. ', 'And then we decided to go to the city, and then we decided to go to the city. ', 'A",1,/anchor.fm/c2/httpsanchor.fmsb109d9cpodcastplay13808092https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fstaging2F202005152Fd14cccda788c84f73a4daea0391c53bd.m4aMERGED,5.0,news,politics,,,,,,,,,0.5912841,50-60%,,
547,"hat they will legislate directly to outlaw splitism, as they call it, fin l'eir jui, this idea of splitting the country. ",1,/traffic.libsyn.com/es/httpstraffic.libsyn.comsecuredeepdishonglobalaffairs200603_Hong_Kong_edits.mp3destid580050MERGED,60.0,news,politics,government,,,,,,,,0.5407249,50-60%,,
548,"as why I called him to make this connection so that we can find the answers out there. ', 'All right. ', 'Thank you for doing ",0,/anchor.fm/28/httpsanchor.fms2af04388podcastplay17348817https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fstaging2F20206312Fa7fd0488e1822afa06e98cd829135db6.mp3MERGED,351.0,news,politics,,,,,,,,,0.5319653,50-60%,,
549,"etting hungry yesterday, like everything is destroyed. ', 'Everything they have ever known is destroyed. ', 'And $5 mi",0,/anchor.fm/24/httpsanchor.fms1e7b6524podcastplay14395747https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fstaging2F202008142F34668a4af354de4422649fc6fd235a9b.m4aMERGED,67.0,news,politics,,,,,,,,,0.5705613,50-60%,,
550,"ed your life in some way the fact that you've followed your curiosity at times and pursued a lot of different things? "", 'A",0,/dts.podtrac.com/er/httpsdts.podtrac.comredirect.mp3traffic.libsyn.comsecurecreateyourownlife716__Adam_Mendler_mixdownauphonic.mp3destid325540MERGED,281.0,news,politics,society,culture,philosophy,,,,,,0.57701504,50-60%,,
551,"s will be wrong. ', ""We'll shelter in place for two months. "", 'And then people were going to, are going to get really upset ",1,/traffic.omny.fm/21/httpstraffic.omny.fmdclips6e91a727802c4f269b6bae1f016f119ec3169d04272748f7b3e3ae1f01707f1cc9b4330662e247d39b53ae20002282f4audio.mp3utm_sourcePodcastin_playlistf02939ca8cff4935a5ceae1f01707f38MERGED,76.0,news,politics,,,,,,,,,0.50996363,50-60%,,
552,"hifts at the grocery stores and restaurants during COVID-19. ', 'While when a group of college students saw that farmer",1,/sphinx.acast.com/5a/httpssphinx.acast.compopens5d6086695cbc0d0a41f6a9c4e5eb57031d399a5335aec0d3amedia.mp3MERGED,168.0,news,daily,politics,government,,,,,,,0.54168606,50-60%,,
553,What the hell,0,,,,,,,,,,,,,0.5539889,50-60%,,
554,". "", 'Certainly, we need to be telling them what to do, and when they come to work today, their employers should be asking t",0,/archives.kpfa.org/02/httpsarchives.kpfa.orgdata20200526Tue1800.mp3MERGED,73.0,news,politics,,,,,,,,,0.50626224,50-60%,,
555,"h Dennis Rodman watching The Last Dance, binge watching it on Netflix or something. ', ""But you know, Dennis Rodman said ",1,/anchor.fm/23/httpsanchor.fms33d92758podcastplay18782882https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fstaging2F20207302F102711450441002329380c3ec18f015.mp3MERGED,64.0,news,politics,,,,,,,,,0.5753097,50-60%,,
556,", I talk to him and we chat and I, the power is out, whatnot. ', 'The other lit neighbors, I barely say two words to them ever. ",1,/traffic.megaphone.fm/73/httpstraffic.megaphone.fmAPO3729977106.mp3MERGED,26.0,news,politics,,,,,,,,,0.57365125,50-60%,,
557,"n't really been coming out and saying it because he knows if he did, he'd be in hot do-do. "", ""But he's been dancing with it n",1,/api.spreaker.com/do/httpsapi.spreaker.comdownloadepisode28318723draft_1590452680982474_audio.mp3MERGED,100.0,news,politics,,,,,,,,,0.5718146,50-60%,,
558,"hen see how it goes in the metropolitan area. ', 'What else is reopened besides schools? ', 'Well, manufacturing has reo",1,/traffic.megaphone.fm/63/httpstraffic.megaphone.fmPOME6380019658.mp3updated1632513433MERGED,55.0,news,politics,,,,,,,,,0.5337047,50-60%,,
559,"nue. ', ""That's the relatively good part of the impact being more on thermal power rather than renewables. "", ""And yet th",1,/traffic.megaphone.fm/3S/httpstraffic.megaphone.fmCSIS5376513216.mp3MERGED,32.0,news,politics,science,medicine,government,non-profit,,,,,0.58358645,50-60%,,
560,"to be necessary, but I\'m not prepared today to put a precise date on when that will be,."" In other words, if it\'s a Republ",0,/media.transistor.fm/31/httpsmedia.transistor.fmd1618a70343f5763.mp3MERGED,92.0,news,politics,,,,,,,,,0.5130355,50-60%,,
561,Holy shit we’re living in hell,0,,,,,,,,,,,,,0.51766664,50-60%,,
562,So... we seized $7 billion of Afghan central bank reserves kept at the Fed....,1,,,,,,,,,,,,,0.5307379,50-60%,,
563,Biden's first year was a failure.,1,,,,,,,,,,,,,0.5601777,50-60%,,
564,"you in the devil's advocate. "", 'I think some of the stronger arguments for why we should have some hesitation are that th",1,/podtrac.com/er/httpspodtrac.comptsredirect.mp3traffic.libsyn.comsecurebrookingscafeteriapodcast200605_BrookingsCafeteria_VillasenorWexler.mp3destid209635MERGED,244.0,news,politics,business,non-profit,,,,,,,0.5618287,50-60%,,
565,"of Public Safety, which oversees police, sheriffs, and fire in the city of Denver. "", 'Thanks very much, Murphy. ', 'Tha",0,/wpcpr.s3.amazonaws.com/02/httpswpcpr.s3.amazonaws.comuploads202006200602TuesdayJune22020CMPODCAST.mp3MERGED,317.0,news,politics,,,,,,,,,0.5115065,50-60%,,
566,"shit down,."" And then actually a few days later, they\'re on the doorsteps of his neighbourhood, they\'re outside his b",0,/anchor.fm/2d/httpsanchor.fms1ac415fcpodcastplay14679674https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fstaging2F202006032F81f4bb291d8357204d78eb4d90edd170.m4aMERGED,232.0,news,politics,,,,,,,,,0.5275777,50-60%,,
567,"ountry is, you know, in full lockdown and you're not doing anything, even if, you know, the dev, even if the social doesn'",1,/anchor.fm/2t/httpsanchor.fms36f4cd48podcastplay19686287https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fstaging2F20208162F10784310444100150dcba41369fbb2b.mp3MERGED,122.0,news,politics,,,,,,,,,0.5660377,50-60%,,
568,"on't like call it me personally. "", 'But still, you just define what white supremacy is. ', ""No, but I don't think it is bec",0,/krusade.net/eo/httpskrusade.netpodcastdownload3034friendlyfireep68theageofignoranceinpowerpart1.mp3MERGED,171.0,news,politics,,,,,,,,,0.5777134,50-60%,,
569,"REMEMBER -- when a myopic GOP dolt takes a dump, they lose IQ points.",0,,,,,,,,,,,,,0.55090296,50-60%,,
570,"ay be 40, 50 person operation and they're going to need some support. "", ""They're going to need to make payroll. "", ""The fr",1,/dts.podtrac.com/ep/httpsdts.podtrac.comredirect.mp3api.spreaker.comdownloadepisode28059354mia_pod052320.mp3MERGED,99.0,news,politics,,,,,,,,,0.51149905,50-60%,,
571,"connected so deeply and so broadly. ', 'But then, like I said, here comes Fifty Shades of Grey. ', ""I don't know. "", ""You ca",0,/kpfa.org/po/httpskpfa.orgwpcontentuploads202006RWTayariJones.mp3MERGED,198.0,news,politics,,,,,,,,,0.5800868,50-60%,,
572,"other three months. "", ""So that will be June, July and August and you'll get 70 percent and you'll claim for that in August",1,/dts.podtrac.com/ed/httpsdts.podtrac.comredirect.mp3api.spreaker.comdownloadepisode28707425streetstallaudio30_05_20podcastready.mp3MERGED,80.0,news,politics,,,,,,,,,0.5607668,50-60%,,
573,"When you found out ancap is the most ethical/prosperous approach to run a society, how did it change your life?",1,,,,,,,,,,,,,0.57872176,50-60%,,
574,"tes if you were to leave, at least for 10 years, maybe longer. "", 'And you still have to have one of those sponsorship categ",1,/anchor.fm/2t/httpsanchor.fms538f5be4podcastplay29901416https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fstaging2F20212252F30290b850680b43b271068bb16e903fd.mp3MERGED,138.0,news,politics,,,,,,,,,0.5398281,50-60%,,
575,The US economy just grew at its fastest rate since 1984,0,,,,,,,,,,,,,0.57253027,50-60%,,
576,"'The second part is, okay, we know what this is. ', ""So let's give you a physical metaphor that lets you understand that th",1,/sphinx.acast.com/e1/httpssphinx.acast.compopens63f52ee5886da70011a1a1ece5619448ee4b0beb4166a8c193A561c324fe4b05f5ec77c1eca3A5ec5f193abe6111eaf021857media.mp3MERGED,240.0,news,politics,,,,,,,,,0.57329506,50-60%,,
577,"al protagonist. "", ""He's not your Clint Eastwood's or John Wayne's. "", ""So in of itself, I think Blazing Saddles is inter",1,/anchor.fm/20/httpsanchor.fms1a6094f0podcastplay12072507https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fstaging2F202005062Feb0a5a0ed2a12e77a0e112deba4cd81f.m4aMERGED,62.0,news,politics,,,,,,,,,0.5922695,50-60%,,
578,"ent. ', ""I believe if she wasn't Secretary of State, I'm trying to remember back now. "", 'But you have all these people tha",0,/anchor.fm/21/httpsanchor.fms10b14120podcastplay14785739https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fstaging2F2020552F797851054410023bc2b3ea418c4.m4aMERGED,63.0,news,politics,,,,,,,,,0.5589347,50-60%,,
579,"time in the last election. "", ""And then also given the crisis we've just been facing and the praise and attention that has ",0,/sphinx.acast.com/is/httpssphinx.acast.comftpoliticsjohnsonseasingplanbeginsmixedmessagingandtherisingcostoffurloughmedia.mp3MERGED,222.0,news,politics,,,,,,,,,0.5096282,50-60%,,
580,"father of three daughters, and of course my son, who I'm proud of, all of them. "", ""My son's a very wonderful husband. "", ""B",0,/feeds.soundcloud.com/0s/httpsfeeds.soundcloud.comstream820073170clbryantshowlucretiahughes051320.mp3MERGED,25.0,news,politics,,,,,,,,,0.599782,50-60%,,
581,"lled back if a trade deal was reached. ', 'A so-called phase one pack was signed in January when Beijing agreed to purchas",1,/api.spreaker.com/e_/httpsapi.spreaker.comdownloadepisode30529978weve_missed_the_mark_american_electorate_podcast_ep_50_mixdown.mp3MERGED,133.0,news,politics,,,,,,,,,0.5910682,50-60%,,
582,"e. "", ""There's no easy solution to this and nobody has an easy solution. "", ""I do think it'll take time though. "", ""I think i",0,/anchor.fm/2t/httpsanchor.fms148f127cpodcastplay14608100https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fstaging2F2020512F786799394410027652c3034c893.m4aMERGED,152.0,news,politics,,,,,,,,,0.54546374,50-60%,,
583,"d and it's no secret that it's a very corrupt system. "", ""And I'm sure the Republican has corrupt ways that I am not turned o",1,/anchor.fm/2t/httpsanchor.fms21c4ad1cpodcastplay14291210https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fstaging2F202005282F6e334fb76655c4b5f74a93596143e80a.m4aMERGED,65.0,news,politics,,,,,,,,,0.5656006,50-60%,,
584,"the media don't always emphasize them as much as they do the bad incident. "", ""But I do think that you've got to make sure th",0,/gpbod.streamguys1.com/02/httpsgpbod.streamguys1.comgpb20200603111949webfullshow6.3.20.mp3showpolitical_rewindsrcidgooglepodcastsMERGED,148.0,news,politics,,,,,,,,,0.5047773,50-60%,,
585,"de to be a dad. ', ""I don't know. "", ""He's alluded to a couple of different things, and we'll see how things progress for him",1,/podcasts.captivate.fm/a_/httpspodcasts.captivate.fmmedia24b5d5c7d87742af80600ca006d283c9nascar_results_races_and_postponements_along_with_sports_making_a_comeback.mp3MERGED,47.0,news,daily,politics,sports,,,,,,,0.5472072,50-60%,,
586,"customer before would have to do a truck roll. ', 'And hey, where are we going to locate the hand-hole at this intersectio",0,/www.buzzsprout.com/ns/httpswww.buzzsprout.com2687814000655313questionswithjohnnybroadbandessentia.mp3MERGED,163.0,technology,news,politics,business,,,,,,,0.59583724,50-60%,,
587,"nstitution because it's discriminating against religion. "", 'The Montana agency then appealed to the Montana Suprem",1,/dts.podtrac.com/pe/httpsdts.podtrac.comredirect.mp3api.spreaker.comdownloadepisode28719401phpmcgos9.mp3MERGED,23.0,news,politics,,,,,,,,,0.53354985,50-60%,,
588,eeds to be tailored to the individual some people may not be able to jump 18 inches some people might jump 36 you know it jus,0,/dts.podtrac.com/ep/httpsdts.podtrac.comredirect.mp3api.spreaker.comdownloadepisode28482075tm_05_27_20.mp3MERGED,276.0,news,politics,,,,,,,,,0.5504436,50-60%,,
589,"that sort of cult of the leader, which she loves, and what she's just going to continue on, and also to be able to do this as w",1,/dts.podtrac.com/ed/httpsdts.podtrac.comredirect.mp3api.spreaker.comdownloadepisode28707425streetstallaudio30_05_20podcastready.mp3MERGED,110.0,news,politics,,,,,,,,,0.53287697,50-60%,,
590,"e in a conversation and who you don't. "", 'My last pitch when I was at CNN, so that was in 2013, was to propose doing a doc seri",1,/www.podtrac.com/pm/httpswww.podtrac.comptsredirect.mp3pdst.fmepscrb.fmrsspmgln.aie1058pdrl.fmd88c01traffic.megaphone.fmFPMN6103440447.mp3MERGED,109.0,news,politics,government,society,culture,,,,,,0.53573936,50-60%,,
591,"ty I think is a concept. "", ""It's not that well understood And I hear people make statements on the media I kind of wonder wh",0,/podcasts.captivate.fm/ea/httpspodcasts.captivate.fmmedia689e2b583a71436cba1f0da6fc99c6e2cdrepisode2final051520.mp3MERGED,248.0,news,politics,government,society,culture,,,,,,0.56594443,50-60%,,
592,"It's disgusting that rich countries are hoarding vaccines, and it guarantees continued mutations in future",0,,,,,,,,,,,,,0.58307046,50-60%,,
593,"that happens with some frequency around the world, and I think it would be naive to assume that becoming anarchists auto",0,/anchor.fm/20/httpsanchor.fms1032a180podcastplay14520049https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fproduction2F20204302F78119887441002877c068c20119.mp3MERGED,309.0,news,politics,,,,,,,,,0.53394026,50-60%,,
594,"ing every four days on people on uncast and crew They're they're spending a lot of money to Air on the side of caution. "", ""T",0,/www.buzzsprout.com/op/httpswww.buzzsprout.com786983832796postpandemicproductionournewnormal.mp3MERGED,300.0,arts,news,politics,tv,film,,,,,,0.5496459,50-60%,,
595,"hich is a restructuring of the current PFD, current statutory PFD. "", ""We're running and holding spending at what many c",1,/www.buzzsprout.com/15/httpswww.buzzsprout.com194658910143567theweeklytop35112020.mp3MERGED,93.0,news,politics,government,,,,,,,,0.51197505,50-60%,,
596,Ownership,1,,,,,,,,,,,,,0.54761916,50-60%,,
597,"then create even more troubles that we can only wonder about at the moment, but which would be coming in such a situation. ",1,/dts.podtrac.com/ed/httpsdts.podtrac.comredirect.mp3api.spreaker.comdownloadepisode28707425streetstallaudio30_05_20podcastready.mp3MERGED,184.0,news,politics,,,,,,,,,0.5157475,50-60%,,
598,"y? ', 'You know it is interesting because everyone of the people on this phone call today are on this panel I consider a fri",0,/wpcpr.s3.amazonaws.com/02/httpswpcpr.s3.amazonaws.comuploads202006200602TuesdayJune22020CMPODCAST.mp3MERGED,29.0,news,politics,,,,,,,,,0.5745907,50-60%,,
599,"ies and everything else, but they're going to have to deal with masks, supplies in their own areas. "", ""They're going to h",1,/anchor.fm/20/httpsanchor.fms18435ef0podcastplay14271000https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fproduction2F20204252F7651324644100269540150de69a.mp3MERGED,328.0,news,politics,,,,,,,,,0.5149553,50-60%,,
600,"e both coming off layoffs into this race. "", 'Authentic has to be considered the horse to beat. ', ""I think it's just a matt",0,/media.zencast.fm/cf/httpsmedia.zencast.fmdailyracingformf321cf1fbb474cc6a28e5499d8d458cf.mp3sourcefeedMERGED,27.0,sports,news,politics,,,,,,,,0.60010266,60-70%,,
601,Self-Ownership and Property Rights,1,,,,,,,,,,,,,0.6833244,60-70%,,
602,", ""No, they didn't come at him. "", 'They let him come to them. ', 'And when you think of- They have the right to carry guns in t",1,/api.substack.com/4c/httpsapi.substack.comfeedpodcast8079048328643e2a2cc64b2c89d542f4aa4c5643.mp3MERGED,164.0,news,politics,commentary,,,,,,,,0.64151233,60-70%,,
603,"or right. "", ""And that's what Medicare for all does, you know? "", ""Single payer health, that's the goal. "", ""They couldn'",0,/anchor.fm/2a/httpsanchor.fmsa2f286cpodcastplay14112338https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fstaging2F202005222Fd510c06cb9a5d98a4a3735065a526620.m4aMERGED,66.0,news,politics,,,,,,,,,0.60358536,60-70%,,
604,"shells. "", ""They're just like these insidious things that are unstoppable. "", ""I don't know if they parachute into our g",0,/sphinx.acast.com/en/httpssphinx.acast.comtheindependentcoronaviruspodcastgrownavirusmedia.mp3MERGED,159.0,news,politics,,,,,,,,,0.640947,60-70%,,
605,"ul introduction. ', ""Let's get to the beat of it. "", 'Here we go. ', 'Here we go. ', 'Here we go. ', 'Ready? ', 'Some of you hav",1,/anchor.fm/20/httpsanchor.fmsdd55e3cpodcastplay14420600https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fproduction2F20204302F78123450441001fbad39eca9d16.m4aMERGED,90.0,news,politics,,,,,,,,,0.6530877,60-70%,,
606,"puter is saying"""" ""All these inputs go to this output. ', 'All these inputs go to that output,."" And they just keep repeat",1,/www.buzzsprout.com/ai/httpswww.buzzsprout.com8703643928442howdataischangingfundraising.mp3MERGED,218.0,news,politics,business,non-profit,government,,,,,,0.6020564,60-70%,,
607,"tudies which show that in most wars, for instance, most weapons aren't used. "", ""Most soldiers don't actually fight. "", ",1,/pdst.fm/fm/httpspdst.fmechrt.fmtrack131A7Gtraffic.megaphone.fmPMO3892608419.mp3updated1634826296MERGED,136.0,news,politics,society,culture,government,,,,,,0.6416664,60-70%,,
608,"nd battles the other ones in the group until we get it through. "", ""So like we're doing a huge round every day. "", ""So it's a b",1,/sphinx.acast.com/do/httpssphinx.acast.comnottodaypodfileunderduckmedia.mp3MERGED,49.0,comedy,news,politics,,,,,,,,0.61907136,60-70%,,
609,"Secret Teacher Portals Reveal ‘Pronoun Surveys,’ ‘BLM Curriculum’",1,,,,,,,,,,,,,0.60855526,60-70%,,
610,Or N@zii$m. They’re the same thing…,0,,,,,,,,,,,,,0.61422765,60-70%,,
